hour,day_of_week,weather,road_type,speed_limit,is_rush_hour,is_night,is_weekend,weather_risk,road_risk,speed_risk,risk_level
11,Sunday,Fine,One way street,40,0,0,1,0,1,0,Low
11,Wednesday,Fine,Rural road,30,0,0,0,0,3,0,Low
5,Saturday,Fine,Dual carriageway,40,0,1,1,0,1,0,Low
18,Sunday,Fine,Roundabout,80,1,0,1,0,2,2,Medium
6,Saturday,Cloudy,Single carriageway,30,0,0,1,1,2,0,Low
2,Thursday,Cloudy,Rural road,80,0,1,0,1,3,2,High
15,Thursday,Fine,Roundabout,60,0,0,0,0,2,1,Low
17,Thursday,Fine,Dual carriageway,80,1,0,0,0,1,2,Medium
15,Sunday,Foggy,One way street,60,0,0,1,2,1,1,Medium
22,Monday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
6,Friday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
3,Sunday,Fine,Rural road,80,0,1,1,0,3,2,High
7,Tuesday,Cloudy,Roundabout,60,0,0,0,1,2,1,Medium
12,Saturday,Fine,Dual carriageway,60,0,0,1,0,1,1,Low
12,Saturday,Fine,Dual carriageway,50,0,0,1,0,1,1,Low
16,Sunday,Fine,Roundabout,40,0,0,1,0,2,0,Low
16,Sunday,Fine,Single carriageway,60,0,0,1,0,2,1,Low
4,Friday,Fine,Roundabout,30,0,1,0,0,2,0,Medium
5,Monday,Cloudy,Dual carriageway,30,0,1,0,1,1,0,Medium
18,Sunday,Fine,Roundabout,50,1,0,1,0,2,1,Medium
12,Thursday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
13,Friday,Fine,Rural road,80,0,0,0,0,3,2,Medium
21,Tuesday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
3,Thursday,Cloudy,One way street,60,0,1,0,1,1,1,Medium
6,Tuesday,Fine,One way street,80,0,0,0,0,1,2,Low
7,Wednesday,Fine,Roundabout,80,0,0,0,0,2,2,Medium
12,Tuesday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
5,Thursday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
5,Wednesday,Fine,Dual carriageway,60,0,1,0,0,1,1,Medium
23,Thursday,Cloudy,Rural road,30,0,1,0,1,3,0,High
20,Saturday,Fine,Single carriageway,30,1,0,1,0,2,0,Low
2,Thursday,Cloudy,Roundabout,40,0,1,0,1,2,0,Medium
2,Wednesday,Cloudy,Dual carriageway,50,0,1,0,1,1,1,Medium
12,Tuesday,Cloudy,Dual carriageway,60,0,0,0,1,1,1,Low
21,Saturday,Fine,Roundabout,30,0,0,1,0,2,0,Low
1,Monday,Fine,Roundabout,80,0,1,0,0,2,2,High
15,Monday,Foggy,Single carriageway,60,0,0,0,2,2,1,Medium
21,Monday,Cloudy,Single carriageway,60,0,0,0,1,2,1,Medium
5,Monday,Cloudy,Dual carriageway,60,0,1,0,1,1,1,Medium
7,Friday,Fine,Dual carriageway,30,0,0,0,0,1,0,Low
22,Monday,Fine,Rural road,40,0,1,0,0,3,0,Medium
7,Wednesday,Cloudy,Dual carriageway,30,0,0,0,1,1,0,Low
5,Sunday,Fine,Roundabout,80,0,1,1,0,2,2,High
13,Monday,Fine,Roundabout,80,0,0,0,0,2,2,Medium
2,Thursday,Fine,Rural road,50,0,1,0,0,3,1,High
9,Sunday,Fine,One way street,30,1,0,1,0,1,0,Low
2,Monday,Fine,One way street,30,0,1,0,0,1,0,Low
11,Sunday,Fine,Roundabout,50,0,0,1,0,2,1,Low
16,Tuesday,Fine,One way street,50,0,0,0,0,1,1,Low
4,Wednesday,Fine,One way street,60,0,1,0,0,1,1,Medium
19,Wednesday,Fine,Rural road,60,1,0,0,0,3,1,Medium
8,Sunday,Fine,Dual carriageway,80,1,0,1,0,1,2,Medium
20,Saturday,Rainy,Dual carriageway,40,1,0,1,2,1,0,Medium
19,Friday,Fine,One way street,80,1,0,0,0,1,2,Medium
6,Thursday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
21,Sunday,Cloudy,Rural road,40,0,0,1,1,3,0,Medium
3,Wednesday,Rainy,One way street,60,0,1,0,2,1,1,High
12,Tuesday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
12,Monday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
9,Wednesday,Fine,Rural road,80,1,0,0,0,3,2,High
17,Tuesday,Fine,Dual carriageway,30,1,0,0,0,1,0,Low
16,Monday,Cloudy,Roundabout,30,0,0,0,1,2,0,Low
19,Friday,Foggy,Single carriageway,50,1,0,0,2,2,1,High
19,Wednesday,Rainy,Roundabout,80,1,0,0,2,2,2,High
12,Wednesday,Fine,Roundabout,80,0,0,0,0,2,2,Medium
16,Sunday,Fine,Rural road,60,0,0,1,0,3,1,Medium
21,Sunday,Rainy,Dual carriageway,60,0,0,1,2,1,1,Medium
3,Tuesday,Fine,Rural road,60,0,1,0,0,3,1,High
0,Saturday,Fine,Single carriageway,40,0,1,1,0,2,0,Medium
0,Sunday,Cloudy,Dual carriageway,80,0,1,1,1,1,2,High
14,Thursday,Fine,One way street,80,0,0,0,0,1,2,Low
12,Friday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
16,Thursday,Rainy,Rural road,50,0,0,0,2,3,1,High
23,Wednesday,Fine,Rural road,60,0,1,0,0,3,1,High
7,Thursday,Fine,Roundabout,40,0,0,0,0,2,0,Low
17,Monday,Fine,One way street,50,1,0,0,0,1,1,Low
12,Friday,Fine,Dual carriageway,80,0,0,0,0,1,2,Low
22,Thursday,Fine,One way street,40,0,1,0,0,1,0,Low
13,Monday,Fine,Roundabout,40,0,0,0,0,2,0,Low
7,Tuesday,Fine,One way street,50,0,0,0,0,1,1,Low
7,Thursday,Cloudy,One way street,60,0,0,0,1,1,1,Low
14,Friday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
12,Monday,Cloudy,One way street,30,0,0,0,1,1,0,Low
6,Thursday,Fine,Roundabout,50,0,0,0,0,2,1,Low
4,Tuesday,Cloudy,Single carriageway,60,0,1,0,1,2,1,High
16,Thursday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
15,Monday,Fine,Rural road,60,0,0,0,0,3,1,Medium
22,Thursday,Cloudy,Single carriageway,60,0,1,0,1,2,1,High
1,Friday,Fine,Dual carriageway,40,0,1,0,0,1,0,Low
21,Wednesday,Fine,Rural road,50,0,0,0,0,3,1,Medium
17,Monday,Fine,Single carriageway,30,1,0,0,0,2,0,Low
16,Monday,Cloudy,Single carriageway,60,0,0,0,1,2,1,Medium
6,Monday,Fine,Rural road,60,0,0,0,0,3,1,Medium
12,Monday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
17,Thursday,Fine,Rural road,50,1,0,0,0,3,1,Medium
13,Friday,Fine,Dual carriageway,40,0,0,0,0,1,0,Low
17,Tuesday,Fine,Dual carriageway,40,1,0,0,0,1,0,Low
12,Friday,Fine,Roundabout,40,0,0,0,0,2,0,Low
10,Monday,Fine,Single carriageway,40,1,0,0,0,2,0,Low
20,Saturday,Fine,Single carriageway,40,1,0,1,0,2,0,Low
20,Thursday,Cloudy,One way street,40,1,0,0,1,1,0,Low
15,Saturday,Cloudy,Rural road,60,0,0,1,1,3,1,Medium
22,Thursday,Rainy,Roundabout,60,0,1,0,2,2,1,High
16,Monday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
7,Thursday,Rainy,One way street,40,0,0,0,2,1,0,Low
18,Monday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
19,Friday,Foggy,Dual carriageway,50,1,0,0,2,1,1,Medium
14,Sunday,Fine,Single carriageway,80,0,0,1,0,2,2,Medium
8,Wednesday,Fine,Rural road,60,1,0,0,0,3,1,Medium
19,Thursday,Fine,Roundabout,40,1,0,0,0,2,0,Low
9,Monday,Fine,One way street,60,1,0,0,0,1,1,Low
11,Saturday,Cloudy,Rural road,80,0,0,1,1,3,2,High
20,Monday,Cloudy,Dual carriageway,50,1,0,0,1,1,1,Medium
22,Saturday,Foggy,Rural road,80,0,1,1,2,3,2,High
19,Thursday,Fine,One way street,30,1,0,0,0,1,0,Low
0,Tuesday,Fine,Dual carriageway,50,0,1,0,0,1,1,Medium
19,Saturday,Fine,One way street,60,1,0,1,0,1,1,Low
8,Monday,Foggy,Single carriageway,50,1,0,0,2,2,1,High
21,Thursday,Fine,One way street,80,0,0,0,0,1,2,Low
14,Monday,Cloudy,Rural road,40,0,0,0,1,3,0,Medium
0,Tuesday,Fine,Single carriageway,80,0,1,0,0,2,2,High
11,Wednesday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
2,Sunday,Rainy,Roundabout,40,0,1,1,2,2,0,High
10,Sunday,Fine,Rural road,60,1,0,1,0,3,1,Medium
1,Tuesday,Fine,Rural road,60,0,1,0,0,3,1,High
15,Friday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
8,Thursday,Cloudy,One way street,80,1,0,0,1,1,2,Medium
14,Tuesday,Fine,One way street,50,0,0,0,0,1,1,Low
11,Wednesday,Fine,Rural road,40,0,0,0,0,3,0,Low
0,Monday,Fine,One way street,30,0,1,0,0,1,0,Low
12,Thursday,Fine,Rural road,60,0,0,0,0,3,1,Medium
13,Saturday,Fine,Single carriageway,40,0,0,1,0,2,0,Low
7,Tuesday,Fine,One way street,60,0,0,0,0,1,1,Low
7,Wednesday,Rainy,One way street,50,0,0,0,2,1,1,Medium
11,Tuesday,Rainy,Rural road,30,0,0,0,2,3,0,Medium
0,Friday,Fine,Rural road,80,0,1,0,0,3,2,High
10,Sunday,Cloudy,Dual carriageway,60,1,0,1,1,1,1,Medium
7,Sunday,Fine,One way street,80,0,0,1,0,1,2,Low
9,Thursday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
18,Monday,Fine,Rural road,60,1,0,0,0,3,1,Medium
10,Wednesday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
6,Tuesday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
10,Thursday,Fine,Single carriageway,50,1,0,0,0,2,1,Medium
16,Tuesday,Cloudy,Roundabout,50,0,0,0,1,2,1,Medium
0,Thursday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
20,Sunday,Cloudy,Roundabout,40,1,0,1,1,2,0,Medium
20,Friday,Fine,Dual carriageway,40,1,0,0,0,1,0,Low
7,Tuesday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
22,Friday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
23,Saturday,Fine,Roundabout,50,0,1,1,0,2,1,Medium
5,Saturday,Cloudy,Roundabout,50,0,1,1,1,2,1,High
21,Sunday,Cloudy,Roundabout,40,0,0,1,1,2,0,Low
17,Wednesday,Fine,Single carriageway,80,1,0,0,0,2,2,Medium
5,Friday,Cloudy,Roundabout,50,0,1,0,1,2,1,High
4,Thursday,Rainy,Rural road,30,0,1,0,2,3,0,High
12,Wednesday,Fine,Roundabout,60,0,0,0,0,2,1,Low
18,Tuesday,Fine,Rural road,40,1,0,0,0,3,0,Medium
21,Tuesday,Cloudy,Dual carriageway,80,0,0,0,1,1,2,Medium
7,Thursday,Fine,Rural road,30,0,0,0,0,3,0,Low
8,Monday,Rainy,Dual carriageway,50,1,0,0,2,1,1,Medium
16,Monday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
2,Tuesday,Fine,Dual carriageway,50,0,1,0,0,1,1,Medium
18,Sunday,Fine,Dual carriageway,60,1,0,1,0,1,1,Low
10,Sunday,Fine,Roundabout,40,1,0,1,0,2,0,Low
23,Thursday,Rainy,One way street,30,0,1,0,2,1,0,Medium
16,Monday,Fine,Dual carriageway,80,0,0,0,0,1,2,Low
20,Friday,Fine,Rural road,80,1,0,0,0,3,2,High
18,Tuesday,Rainy,Single carriageway,60,1,0,0,2,2,1,High
1,Saturday,Fine,Rural road,80,0,1,1,0,3,2,High
7,Friday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
18,Thursday,Fine,Rural road,60,1,0,0,0,3,1,Medium
6,Saturday,Fine,Dual carriageway,30,0,0,1,0,1,0,Low
16,Friday,Fine,One way street,40,0,0,0,0,1,0,Low
5,Monday,Fine,Dual carriageway,40,0,1,0,0,1,0,Low
18,Sunday,Fine,Roundabout,60,1,0,1,0,2,1,Medium
23,Monday,Rainy,Rural road,50,0,1,0,2,3,1,High
5,Saturday,Fine,One way street,60,0,1,1,0,1,1,Medium
1,Wednesday,Fine,Rural road,60,0,1,0,0,3,1,High
5,Sunday,Fine,Roundabout,60,0,1,1,0,2,1,Medium
22,Tuesday,Cloudy,Roundabout,60,0,1,0,1,2,1,High
4,Saturday,Fine,Roundabout,80,0,1,1,0,2,2,High
18,Thursday,Rainy,Dual carriageway,80,1,0,0,2,1,2,High
19,Tuesday,Fine,Dual carriageway,30,1,0,0,0,1,0,Low
3,Friday,Rainy,One way street,60,0,1,0,2,1,1,High
21,Sunday,Fine,Roundabout,40,0,0,1,0,2,0,Low
16,Thursday,Cloudy,Dual carriageway,50,0,0,0,1,1,1,Low
10,Thursday,Fine,Single carriageway,80,1,0,0,0,2,2,Medium
3,Monday,Cloudy,Single carriageway,40,0,1,0,1,2,0,Medium
12,Friday,Fine,Dual carriageway,80,0,0,0,0,1,2,Low
19,Monday,Fine,One way street,30,1,0,0,0,1,0,Low
16,Monday,Fine,Rural road,50,0,0,0,0,3,1,Medium
8,Sunday,Rainy,Roundabout,80,1,0,1,2,2,2,High
3,Wednesday,Cloudy,Dual carriageway,50,0,1,0,1,1,1,Medium
22,Monday,Fine,One way street,50,0,1,0,0,1,1,Medium
13,Tuesday,Fine,Rural road,40,0,0,0,0,3,0,Low
18,Thursday,Fine,One way street,80,1,0,0,0,1,2,Medium
2,Sunday,Cloudy,Rural road,50,0,1,1,1,3,1,High
13,Monday,Cloudy,Single carriageway,60,0,0,0,1,2,1,Medium
7,Saturday,Cloudy,Rural road,50,0,0,1,1,3,1,Medium
23,Tuesday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
0,Friday,Rainy,Roundabout,80,0,1,0,2,2,2,High
9,Thursday,Rainy,Dual carriageway,60,1,0,0,2,1,1,Medium
17,Sunday,Fine,Single carriageway,50,1,0,1,0,2,1,Medium
15,Saturday,Fine,One way street,80,0,0,1,0,1,2,Low
7,Sunday,Fine,Rural road,80,0,0,1,0,3,2,Medium
0,Sunday,Fine,One way street,50,0,1,1,0,1,1,Medium
11,Saturday,Fine,Single carriageway,30,0,0,1,0,2,0,Low
7,Friday,Fine,One way street,30,0,0,0,0,1,0,Low
23,Saturday,Fine,Rural road,40,0,1,1,0,3,0,Medium
15,Tuesday,Fine,Dual carriageway,30,0,0,0,0,1,0,Low
17,Sunday,Fine,One way street,30,1,0,1,0,1,0,Low
3,Friday,Fine,Roundabout,80,0,1,0,0,2,2,High
5,Sunday,Cloudy,Rural road,80,0,1,1,1,3,2,High
11,Saturday,Fine,Rural road,50,0,0,1,0,3,1,Medium
8,Friday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
14,Friday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
15,Monday,Rainy,Roundabout,50,0,0,0,2,2,1,Medium
23,Monday,Cloudy,Single carriageway,80,0,1,0,1,2,2,High
11,Monday,Fine,Dual carriageway,30,0,0,0,0,1,0,Low
23,Saturday,Rainy,Single carriageway,50,0,1,1,2,2,1,High
22,Thursday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
13,Tuesday,Rainy,Dual carriageway,40,0,0,0,2,1,0,Low
12,Saturday,Fine,Roundabout,50,0,0,1,0,2,1,Low
1,Sunday,Fine,Dual carriageway,80,0,1,1,0,1,2,Medium
2,Monday,Fine,Single carriageway,80,0,1,0,0,2,2,High
23,Friday,Fine,One way street,40,0,1,0,0,1,0,Low
21,Saturday,Fine,Rural road,80,0,0,1,0,3,2,Medium
9,Friday,Cloudy,Rural road,30,1,0,0,1,3,0,Medium
8,Sunday,Cloudy,Single carriageway,80,1,0,1,1,2,2,High
19,Friday,Fine,One way street,40,1,0,0,0,1,0,Low
7,Friday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
9,Wednesday,Fine,Single carriageway,60,1,0,0,0,2,1,Medium
18,Thursday,Fine,Dual carriageway,30,1,0,0,0,1,0,Low
2,Tuesday,Fine,Roundabout,60,0,1,0,0,2,1,Medium
23,Tuesday,Fine,One way street,80,0,1,0,0,1,2,Medium
4,Monday,Cloudy,Rural road,40,0,1,0,1,3,0,High
2,Wednesday,Fine,Single carriageway,30,0,1,0,0,2,0,Medium
15,Saturday,Fine,Rural road,60,0,0,1,0,3,1,Medium
16,Saturday,Fine,Dual carriageway,80,0,0,1,0,1,2,Low
14,Tuesday,Fine,Dual carriageway,80,0,0,0,0,1,2,Low
2,Thursday,Fine,Roundabout,50,0,1,0,0,2,1,Medium
11,Friday,Cloudy,Dual carriageway,50,0,0,0,1,1,1,Low
8,Sunday,Fine,Dual carriageway,40,1,0,1,0,1,0,Low
20,Monday,Fine,Rural road,30,1,0,0,0,3,0,Medium
11,Thursday,Cloudy,Rural road,60,0,0,0,1,3,1,Medium
14,Tuesday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
1,Wednesday,Cloudy,Single carriageway,80,0,1,0,1,2,2,High
22,Monday,Fine,Dual carriageway,60,0,1,0,0,1,1,Medium
17,Tuesday,Fine,One way street,40,1,0,0,0,1,0,Low
19,Saturday,Rainy,Single carriageway,50,1,0,1,2,2,1,High
11,Monday,Cloudy,Dual carriageway,80,0,0,0,1,1,2,Medium
22,Tuesday,Fine,Rural road,30,0,1,0,0,3,0,Medium
3,Saturday,Fine,Roundabout,80,0,1,1,0,2,2,High
22,Sunday,Rainy,Rural road,60,0,1,1,2,3,1,High
15,Saturday,Fine,Rural road,40,0,0,1,0,3,0,Low
22,Friday,Fine,Roundabout,30,0,1,0,0,2,0,Medium
15,Wednesday,Cloudy,Rural road,80,0,0,0,1,3,2,High
0,Friday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
21,Tuesday,Cloudy,Rural road,80,0,0,0,1,3,2,High
1,Sunday,Cloudy,Roundabout,30,0,1,1,1,2,0,Medium
2,Thursday,Cloudy,Dual carriageway,60,0,1,0,1,1,1,Medium
20,Sunday,Cloudy,Dual carriageway,50,1,0,1,1,1,1,Medium
19,Sunday,Fine,Dual carriageway,30,1,0,1,0,1,0,Low
16,Sunday,Fine,Roundabout,50,0,0,1,0,2,1,Low
19,Friday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
21,Thursday,Cloudy,Single carriageway,60,0,0,0,1,2,1,Medium
20,Saturday,Rainy,Roundabout,80,1,0,1,2,2,2,High
0,Tuesday,Fine,Dual carriageway,80,0,1,0,0,1,2,Medium
19,Wednesday,Fine,Roundabout,40,1,0,0,0,2,0,Low
5,Thursday,Rainy,One way street,30,0,1,0,2,1,0,Medium
14,Tuesday,Fine,Rural road,30,0,0,0,0,3,0,Low
13,Thursday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
19,Friday,Cloudy,Dual carriageway,60,1,0,0,1,1,1,Medium
14,Tuesday,Foggy,Dual carriageway,40,0,0,0,2,1,0,Low
13,Friday,Cloudy,One way street,40,0,0,0,1,1,0,Low
20,Monday,Cloudy,Single carriageway,50,1,0,0,1,2,1,Medium
23,Tuesday,Fine,Rural road,40,0,1,0,0,3,0,Medium
4,Thursday,Rainy,Single carriageway,80,0,1,0,2,2,2,High
5,Monday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
16,Friday,Rainy,Dual carriageway,40,0,0,0,2,1,0,Low
10,Friday,Fine,Roundabout,80,1,0,0,0,2,2,Medium
15,Thursday,Fine,Rural road,80,0,0,0,0,3,2,Medium
11,Monday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
14,Sunday,Fine,One way street,50,0,0,1,0,1,1,Low
22,Saturday,Cloudy,Dual carriageway,80,0,1,1,1,1,2,High
3,Wednesday,Rainy,Roundabout,60,0,1,0,2,2,1,High
17,Thursday,Cloudy,Roundabout,50,1,0,0,1,2,1,Medium
20,Friday,Rainy,Dual carriageway,30,1,0,0,2,1,0,Medium
2,Tuesday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
21,Monday,Cloudy,Dual carriageway,30,0,0,0,1,1,0,Low
7,Saturday,Cloudy,Roundabout,40,0,0,1,1,2,0,Low
22,Wednesday,Cloudy,Roundabout,50,0,1,0,1,2,1,High
2,Tuesday,Fine,One way street,50,0,1,0,0,1,1,Medium
7,Monday,Fine,One way street,80,0,0,0,0,1,2,Low
17,Saturday,Cloudy,Roundabout,50,1,0,1,1,2,1,Medium
9,Thursday,Fine,One way street,30,1,0,0,0,1,0,Low
19,Saturday,Cloudy,One way street,60,1,0,1,1,1,1,Medium
16,Thursday,Rainy,One way street,40,0,0,0,2,1,0,Low
7,Sunday,Fine,Roundabout,60,0,0,1,0,2,1,Low
22,Monday,Cloudy,Single carriageway,30,0,1,0,1,2,0,Medium
10,Saturday,Cloudy,Single carriageway,40,1,0,1,1,2,0,Medium
4,Wednesday,Cloudy,Rural road,80,0,1,0,1,3,2,High
12,Saturday,Fine,One way street,50,0,0,1,0,1,1,Low
20,Monday,Rainy,Single carriageway,50,1,0,0,2,2,1,High
22,Tuesday,Fine,Rural road,80,0,1,0,0,3,2,High
4,Tuesday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
23,Saturday,Cloudy,One way street,80,0,1,1,1,1,2,High
12,Saturday,Cloudy,Single carriageway,30,0,0,1,1,2,0,Low
5,Thursday,Cloudy,Single carriageway,40,0,1,0,1,2,0,Medium
4,Monday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
8,Thursday,Fine,Rural road,60,1,0,0,0,3,1,Medium
15,Wednesday,Rainy,Dual carriageway,80,0,0,0,2,1,2,Medium
1,Sunday,Fine,One way street,50,0,1,1,0,1,1,Medium
0,Tuesday,Cloudy,Single carriageway,80,0,1,0,1,2,2,High
7,Friday,Cloudy,Roundabout,50,0,0,0,1,2,1,Medium
18,Friday,Cloudy,One way street,80,1,0,0,1,1,2,Medium
10,Monday,Fine,Roundabout,80,1,0,0,0,2,2,Medium
11,Monday,Cloudy,Rural road,60,0,0,0,1,3,1,Medium
11,Friday,Rainy,Single carriageway,50,0,0,0,2,2,1,Medium
6,Monday,Fine,One way street,60,0,0,0,0,1,1,Low
12,Tuesday,Fine,One way street,50,0,0,0,0,1,1,Low
7,Wednesday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
21,Wednesday,Fine,Dual carriageway,40,0,0,0,0,1,0,Low
8,Thursday,Rainy,Rural road,40,1,0,0,2,3,0,High
6,Tuesday,Rainy,Single carriageway,30,0,0,0,2,2,0,Medium
20,Sunday,Foggy,One way street,60,1,0,1,2,1,1,Medium
23,Monday,Fine,Dual carriageway,60,0,1,0,0,1,1,Medium
14,Monday,Cloudy,One way street,40,0,0,0,1,1,0,Low
1,Sunday,Fine,Roundabout,80,0,1,1,0,2,2,High
22,Thursday,Cloudy,One way street,60,0,1,0,1,1,1,Medium
19,Thursday,Fine,Rural road,50,1,0,0,0,3,1,Medium
11,Monday,Rainy,Single carriageway,60,0,0,0,2,2,1,Medium
0,Monday,Cloudy,One way street,60,0,1,0,1,1,1,Medium
22,Sunday,Rainy,Roundabout,50,0,1,1,2,2,1,High
21,Tuesday,Rainy,Roundabout,40,0,0,0,2,2,0,Medium
7,Sunday,Rainy,Single carriageway,40,0,0,1,2,2,0,Medium
4,Thursday,Fine,Roundabout,50,0,1,0,0,2,1,Medium
14,Sunday,Cloudy,Single carriageway,60,0,0,1,1,2,1,Medium
0,Sunday,Fine,Rural road,60,0,1,1,0,3,1,High
0,Sunday,Fine,Single carriageway,40,0,1,1,0,2,0,Medium
9,Tuesday,Fine,Dual carriageway,30,1,0,0,0,1,0,Low
21,Saturday,Cloudy,Roundabout,40,0,0,1,1,2,0,Low
9,Monday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
20,Friday,Fine,One way street,30,1,0,0,0,1,0,Low
14,Sunday,Cloudy,Dual carriageway,30,0,0,1,1,1,0,Low
16,Friday,Rainy,One way street,50,0,0,0,2,1,1,Medium
21,Saturday,Cloudy,Single carriageway,80,0,0,1,1,2,2,Medium
5,Monday,Fine,Rural road,40,0,1,0,0,3,0,Medium
2,Thursday,Fine,Roundabout,60,0,1,0,0,2,1,Medium
12,Friday,Fine,Rural road,40,0,0,0,0,3,0,Low
15,Thursday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
7,Friday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
14,Thursday,Foggy,Dual carriageway,80,0,0,0,2,1,2,Medium
16,Sunday,Fine,One way street,50,0,0,1,0,1,1,Low
16,Friday,Fine,Roundabout,40,0,0,0,0,2,0,Low
21,Thursday,Fine,Roundabout,30,0,0,0,0,2,0,Low
12,Saturday,Fine,Rural road,50,0,0,1,0,3,1,Medium
16,Tuesday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
5,Thursday,Fine,Single carriageway,40,0,1,0,0,2,0,Medium
16,Tuesday,Rainy,Dual carriageway,80,0,0,0,2,1,2,Medium
15,Tuesday,Fine,Roundabout,40,0,0,0,0,2,0,Low
13,Monday,Fine,One way street,40,0,0,0,0,1,0,Low
12,Sunday,Fine,Rural road,80,0,0,1,0,3,2,Medium
5,Saturday,Fine,Single carriageway,80,0,1,1,0,2,2,High
2,Tuesday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
13,Wednesday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
13,Sunday,Fine,One way street,40,0,0,1,0,1,0,Low
14,Tuesday,Fine,Roundabout,30,0,0,0,0,2,0,Low
7,Thursday,Fine,Roundabout,80,0,0,0,0,2,2,Medium
14,Tuesday,Fine,Dual carriageway,80,0,0,0,0,1,2,Low
21,Thursday,Fine,Dual carriageway,40,0,0,0,0,1,0,Low
12,Thursday,Fine,Roundabout,50,0,0,0,0,2,1,Low
16,Wednesday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
20,Tuesday,Fine,One way street,50,1,0,0,0,1,1,Low
23,Tuesday,Fine,Roundabout,60,0,1,0,0,2,1,Medium
2,Friday,Fine,One way street,50,0,1,0,0,1,1,Medium
5,Sunday,Fine,Rural road,40,0,1,1,0,3,0,Medium
4,Friday,Fine,Single carriageway,40,0,1,0,0,2,0,Medium
21,Monday,Fine,Rural road,50,0,0,0,0,3,1,Medium
16,Thursday,Rainy,Roundabout,30,0,0,0,2,2,0,Medium
22,Wednesday,Cloudy,Dual carriageway,50,0,1,0,1,1,1,Medium
1,Friday,Cloudy,Roundabout,60,0,1,0,1,2,1,High
14,Tuesday,Rainy,Rural road,60,0,0,0,2,3,1,High
4,Monday,Foggy,One way street,30,0,1,0,2,1,0,Medium
19,Wednesday,Cloudy,Roundabout,60,1,0,0,1,2,1,Medium
5,Saturday,Fine,Dual carriageway,40,0,1,1,0,1,0,Low
5,Tuesday,Fine,Rural road,30,0,1,0,0,3,0,Medium
17,Tuesday,Fine,Roundabout,30,1,0,0,0,2,0,Low
17,Saturday,Cloudy,Rural road,30,1,0,1,1,3,0,Medium
3,Thursday,Foggy,Rural road,50,0,1,0,2,3,1,High
16,Thursday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
13,Friday,Cloudy,One way street,30,0,0,0,1,1,0,Low
13,Friday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
12,Tuesday,Fine,Rural road,40,0,0,0,0,3,0,Low
6,Sunday,Fine,Dual carriageway,40,0,0,1,0,1,0,Low
11,Tuesday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
22,Friday,Fine,Single carriageway,80,0,1,0,0,2,2,High
14,Saturday,Cloudy,Dual carriageway,30,0,0,1,1,1,0,Low
18,Friday,Rainy,Rural road,80,1,0,0,2,3,2,High
